pl_name,hostname,sy_snum,sy_pnum,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2
HD 105618 b,HD 105618,1,2,2022,Multiple Observatories,10.02245,0.00139,-0.00118,0,0.091,0.004,-0.004,0,5.44,,,0,25.42627,2.2248,-2.54263,0,Msini,5671,81.93,-129.83,0,1.27,0.04,-0.07,0,1.01,0.13,-0.13,0,,4.23,0.08,-0.07,0,12h09m36.51s,182.4021288,+11d12m41.65s,11.2115695,70.0837,0.2478,-0.2462
HD 105618 c,HD 105618,1,2,2022,Multiple Observatories,77114.07158,22860.71764,-10271.15556,0,35.731,6.866,-3.639,0,11.9,,,0,8419.59233,1379.37529,-898.50091,0,Mass,5671,81.93,-129.83,0,1.27,0.04,-0.07,0,1.01,0.13,-0.13,0,,4.23,0.08,-0.07,0,12h09m36.51s,182.4021288,+11d12m41.65s,11.2115695,70.0837,0.2478,-0.2462
HD 132406 b,HD 132406,1,1,2007,Haute-Provence Observatory,974,39,-39,0,1.98,0.06,-0.06,0,12.7,,,0,1970.53612,699.2225,-349.61125,0,Mass,5783,38,-38,0,1.34,0.04,-0.04,0,1.03,0.15,-0.15,0,[Fe/H],4.2,0.06,-0.06,0,14h56m54.63s,224.2276121,+53d22m51.46s,53.3809615,70.7832,0.1387,-0.1381
TOI-1739 b,TOI-1739,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),8.303342,0.000011,-0.000013,0,0.0742,0.0014,-0.0014,0,1.695,0.098,-0.085,0,3.52,,,0,M-R relationship,4922,94,-91,0,0.75,0.02,-0.02,0,0.79,0.05,-0.05,0,[Fe/H],4.58,0.03,-0.03,0,16h00m41.40s,240.172481,+83d15m31.17s,83.2586589,70.9819,0.1032,-0.1029
HAT-P-20 b,HAT-P-20,1,1,2010,HATNet,2.875317,0.000004,-0.000004,0,0.0361,0.0005,-0.0005,0,9.718,0.37,-0.37,0,2302.899,59.432,-59.432,0,Mass,4595,80,-80,0,0.69,0.02,-0.02,0,0.76,0.03,-0.03,0,[Fe/H],4.63,0.02,-0.02,0,07h27m39.94s,111.9164295,+24d20m10.03s,24.3361185,71.0374,0.1994,-0.1983
HD 175167 b,HD 175167,1,1,2009,Las Campanas Observatory,1276.07604,0.71735,-0.67095,0,2.307,0.095,-0.104,0,12.7,,,0,2037.59792,442.41714,-98.84463,0,Mass,5635,28,-28,0,1.75,0.04,-0.04,0,1,0.13,-0.13,0,[Fe/H],4.09,0.09,-0.09,0,19h00m00.81s,285.0033888,-69d56m42.24s,-69.9450664,71.0863,0.1691,-0.1684
HD 35759 b,HD 35759,1,1,2016,Haute-Provence Observatory,82.467,0.019,-0.019,0,0.389,0.009,-0.009,0,13,,,0,1195.0408,54.0311,-54.0311,0,Msini,6060,30,-30,0,1.76,0.06,-0.04,0,1.15,0.08,-0.08,0,[Fe/H],4.24,0.03,-0.03,0,05h31m33.28s,82.8886636,+64d19m06.15s,64.3183753,71.2423,0.2125,-0.2113
HD 148427 b,HD 148427,1,1,2009,Lick Observatory,331.5,3,-3,0,1.04,0.02,-0.02,0,13.6,,,0,413.179,54.0311,-54.0311,0,Msini,5025,4,-4,0,3.86,0.12,-0.12,0,1.64,0.27,-0.27,0,[Fe/H],3.48,0.06,-0.06,0,16h28m28.11s,247.1171311,-13d23m58.64s,-13.3996231,71.3499,0.30705,-0.30705
TOI-1823 b,TOI-1823,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),38.8,0.01,-0.01,0,0.212,0.004,-0.004,0,7.541,0.332,-0.252,0,67.4,8.1,-8.3,0,Mass,4927,58,-57,0,0.8,0.03,-0.03,0,0.84,0.03,-0.03,0,[Fe/H],4.55,0.03,-0.05,0,13h04m52.73s,196.2197201,+63d45m11.74s,63.753261,71.6456,0.1151,-0.1148
HD 192699 b,HD 192699,1,1,2007,Lick Observatory,340.94,0.92,-0.92,0,1.063,0.049,-0.049,0,13.4,,,0,666.17168,29.55819,-29.55819,0,Msini,5041,,,0,4.41,,,0,1.38,,,0,[Fe/H],3.25,,,0,20h16m05.96s,304.0248392,+04d34m50.05s,4.5805708,71.8627,0.2667,-0.2667
TOI-1180 b,TOI-1180,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),9.686753,0.000012,-0.000012,0,0.082,0.002,-0.002,0,3.036,0.187,-0.13,0,10,5.3,-5.4,0,Mass,4804,53,-53,0,0.74,0.02,-0.02,0,0.78,0.02,-0.03,0,[Fe/H],4.59,0.02,-0.04,0,14h18m13.39s,214.5557741,+82d11m37.55s,82.1937642,72.0238,0.1326,-0.1321
K2-122 b,K2-122,2,1,2017,K2,2.2193023,0.000002,-0.000002,0,0.0373,0.0038,-0.0095,0,1.16,0.1,-0.05,0,1.65,,,0,M-R relationship,4009,47,-44,0,0.59,0.01,-0.01,0,0.63,0.02,-0.02,0,[Fe/H],4.69,0.01,-0.01,0,08h25m54.29s,126.4762179,+20d21m33.62s,20.3593384,72.0444,0.2532,-0.2532
24 Sex b,24 Sex,1,2,2010,Lick Observatory,452.8,2.1,-4.5,0,1.333,0.004,-0.009,0,13.4,,,0,632.46,82.63,-120.77,0,Msini,5098,44,-44,0,4.9,0.08,-0.08,0,1.54,0.08,-0.08,0,[Fe/H],3.5,0.1,-0.1,0,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691,0.6854,-0.6728
24 Sex c,24 Sex,1,2,2010,Lick Observatory,883,32.4,-13.8,0,2.08,0.05,-0.02,0,13.9,,,0,273.32,111.24,-69.92,0,Msini,5098,44,-44,0,4.9,0.08,-0.08,0,1.54,0.08,-0.08,0,[Fe/H],3.5,0.1,-0.1,0,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691,0.6854,-0.6728
K2-65 b,K2-65,1,1,2016,K2,12.6475,0.0013,-0.0013,0,0.1014,0.0039,-0.0039,0,1.58,0.38,-0.38,0,3.12,,,0,M-R relationship,5213,336,-336,0,0.84,0.12,-0.12,0,0.87,0.1,-0.1,0,[Fe/H],4.53,0.08,-0.08,0,22h12m51.00s,333.2125206,-10d55m34.09s,-10.9261373,72.2,12.83,-9.47
HD 95872 b,HD 95872,1,1,2015,Multiple Facilities,4375,170,-170,0,5.15,0.16,-0.16,0,13,,,0,1188.6842,295.5819,-295.5819,0,Msini,5312,100,-100,0,0.84,0.04,-0.04,0,0.7,0.25,-0.25,0,[Fe/H],4.43,0.15,-0.15,0,11h03m27.81s,165.8658796,-22d05m39.59s,-22.0943303,72.2195,0.1792,-0.1784
HD 200964 b,HD 200964,1,2,2010,Lick Observatory,606.3,3.8,-3.8,0,1.565,0.083,-0.083,0,13.5,,,0,508.21017,21.29461,-21.29461,0,Msini,4982,,,0,4.92,,,0,1.39,,,0,[Fe/H],3.22,,,0,21h06m39.94s,316.6664183,+03d48m12.01s,3.8033357,72.5922,0.24155,-0.24155
HD 200964 c,HD 200964,1,2,2010,Lick Observatory,852.5,7.1,-7.1,0,1.96,0.1,-0.1,0,13.7,,,0,385.84562,22.88376,-22.88376,0,Msini,4982,,,0,4.92,,,0,1.39,,,0,[Fe/H],3.22,,,0,21h06m39.94s,316.6664183,+03d48m12.01s,3.8033357,72.5922,0.24155,-0.24155
TOI-1410 c,TOI-1410,1,2,2024,W. M. Keck Observatory,47.56,0.15,-0.15,0,0.239,0.004,-0.005,0,5.63,,,0,27,3.3,-3.2,0,Msini,4635,52,-52,0,0.76,0.02,-0.02,0,0.79,0.02,-0.02,0,[Fe/H],4.58,0.03,-0.04,0,22h19m31.88s,334.8828486,+42d33m37.13s,42.5603141,72.7512,0.1607,-0.1601
TOI-1410.01,TOI-1410,1,2,2024,Transiting Exoplanet Survey Satellite (TESS),1.21687,0.00003,-0.00003,0,0.0207,0.0004,-0.0004,0,3.101,0.22,-0.161,0,12.5,1.1,-1,0,Mass,4635,52,-52,0,0.76,0.02,-0.02,0,0.79,0.02,-0.02,0,[Fe/H],4.58,0.03,-0.04,0,22h19m31.88s,334.8828486,+42d33m37.13s,42.5603141,72.7512,0.1607,-0.1601
K2-155 b,K2-155,1,3,2018,K2,6.342,0.002,-0.002,0,0.0562,0.0013,-0.0014,0,1.8,0.2,-0.1,0,3.89,,,0,M-R relationship,4258,150,-150,0,0.58,0.06,-0.03,0,0.65,0.06,-0.03,0,[Fe/H],4.6,0.3,-0.3,0,04h21m52.71s,65.469614,+21d21m11.75s,21.3532633,72.7998,0.2864,-0.2841
K2-155 c,K2-155,1,3,2018,K2,13.85,0.006,-0.006,0,0.0946,0.0031,-0.003,0,2.6,0.7,-0.2,0,7.27,,,0,M-R relationship,4258,150,-150,0,0.58,0.06,-0.03,0,0.65,0.06,-0.03,0,[Fe/H],4.6,0.3,-0.3,0,04h21m52.71s,65.469614,+21d21m11.75s,21.3532633,72.7998,0.2864,-0.2841
K2-155 d,K2-155,1,3,2018,K2,40.718,0.005,-0.005,0,0.1937,0.0064,-0.0059,0,1.9,0.7,-0.2,0,4.27,,,0,M-R relationship,4258,150,-150,0,0.58,0.06,-0.03,0,0.65,0.06,-0.03,0,[Fe/H],4.6,0.3,-0.3,0,04h21m52.71s,65.469614,+21d21m11.75s,21.3532633,72.7998,0.2864,-0.2841
TOI-3235 b,TOI-3235,1,1,2023,Transiting Exoplanet Survey Satellite (TESS),2.59261842,0.00000041,-0.00000041,0,0.02709,0.00046,-0.00046,0,11.4,0.493,-0.493,0,211.35589,7.94571,-7.94571,0,Mass,3388.8,68,-68,0,0.37,0.02,-0.02,0,0.39,0.02,-0.02,0,[Fe/H],4.9,0.06,-0.06,0,13h49m53.72s,207.4738488,-46d03m59.45s,-46.0665139,72.811,0.5346,-0.527
TOI-1742 b,TOI-1742,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),21.269084,0.000051,-0.000051,0,0.154,0.003,-0.003,0,2.365,0.057,-0.051,0,9.7,1.9,-1.9,0,Mass,5815,76,-73,0,1.13,0.02,-0.02,0,1.09,0.03,-0.03,0,[Fe/H],4.37,0.02,-0.02,0,17h09m18.93s,257.3288678,+71d52m36.02s,71.8766724,72.8871,0.1196,-0.1192
K2-240 b,K2-240,1,2,2018,K2,6.034,0.001,-0.001,0,0.0513,0.0009,-0.0009,0,2,0.2,-0.1,0,4.66,,,0,M-R relationship,3810,17,-17,0,0.54,0.01,-0.01,0,0.58,0.01,-0.01,0,[Fe/H],4.7,0.1,-0.1,0,15h11m23.85s,227.849371,-17d52m31.61s,-17.8754464,72.9105,0.52255,-0.52255
K2-240 c,K2-240,1,2,2018,K2,20.523,0.001,-0.001,0,0.1159,0.002,-0.002,0,1.8,0.3,-0.1,0,3.89,,,0,M-R relationship,3810,17,-17,0,0.54,0.01,-0.01,0,0.58,0.01,-0.01,0,[Fe/H],4.7,0.1,-0.1,0,15h11m23.85s,227.849371,-17d52m31.61s,-17.8754464,72.9105,0.52255,-0.52255
HD 126614 b,HD 126614,3,1,2009,W. M. Keck Observatory,1257.25303,5.95652,-6.1876,0,2.249,0.088,-0.096,0,12.7,,,0,107.74383,64.837,-6.03874,0,Mass,5568,23,-23,0,1.37,0.03,-0.03,0,0.96,0.12,-0.12,0,[Fe/H],4.17,0.03,-0.03,0,14h26m48.12s,216.7005171,-05d10m42.27s,-5.1784093,73.0961,0.2453,-0.2436
HD 219828 b,HD 219828,1,2,2007,La Silla Observatory,3.83483,0.00007,-0.00007,0,0.049,0.002,-0.002,0,4.59,,,0,19.0697,1.58914,-1.58914,0,Msini,5891,18,-18,0,1.56,0.04,-0.04,0,1.04,0.12,-0.12,0,[Fe/H],4.17,0.01,-0.01,0,23h18m46.73s,349.6947029,+18d38m44.71s,18.6457524,73.114,0.357,-0.3536
HD 219828 c,HD 219828,1,2,2016,Multiple Facilities,4789.87297,90.67081,-80.73006,0,5.657,0.228,-0.242,0,12.2,,,0,5102.41725,1118.75599,-403.64208,0,Mass,5891,18,-18,0,1.61,0.1,-0.1,0,1.04,0.12,-0.12,0,[Fe/H],4.08,0.1,-0.1,0,23h18m46.73s,349.6947029,+18d38m44.71s,18.6457524,73.114,0.357,-0.3536
HD 149143 b,HD 149143,1,1,2005,Haute-Provence Observatory,4.07182,0.00001,-0.00001,0,0.053,0.0029,-0.0029,0,13.6,,,0,422.7139,47.6745,-47.6745,0,Msini,5856,,,0,1.44,0.08,-0.08,0,1.2,0.2,-0.2,0,[Fe/H],4.25,0.05,-0.05,0,16h32m51.04s,248.2126715,+02d05m04.04s,2.0844547,73.2801,0.3623,-0.3588
HD 159243 b,HD 159243,1,2,2013,Haute-Provence Observatory,12.62,0.004,-0.004,0,0.11,0.002,-0.002,0,13.7,,,0,359.13,15.89,-15.89,0,Msini,6123,65,-65,0,1.12,0.05,-0.05,0,1.12,0.03,-0.03,0,[Fe/H],4.55,0.11,-0.11,0,17h33m21.49s,263.3395365,+05d42m02.97s,5.7008254,73.3055,0.2358,-0.2344
HD 159243 c,HD 159243,1,2,2013,Haute-Provence Observatory,248.4,4.9,-4.9,0,0.8,0.02,-0.02,0,13.4,,,0,603.9,41.32,-41.32,0,Msini,6123,65,-65,0,1.12,0.05,-0.05,0,1.12,0.03,-0.03,0,[Fe/H],4.55,0.11,-0.11,0,17h33m21.49s,263.3395365,+05d42m02.97s,5.7008254,73.3055,0.2358,-0.2344
TOI-1448 b,TOI-1448,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),8.112245,0.000018,-0.000018,0,0.0567,0.0015,-0.0015,0,2.749,0.067,-0.063,0,19.5,,,1,Mass,3412,28,-32,0,0.38,0.01,-0.01,0,0.37,0.01,-0.01,0,[Fe/H],4.85,0.02,-0.02,0,21h05m17.76s,316.324003,+57d46m15.94s,57.7710946,73.3345,0.1733,-0.1724
4 UMa b,4 UMa,1,1,2006,Thueringer Landessternwarte Tautenburg,270.27,0.24,-0.09,0,0.877,0.001,0,0,12.6,,,0,2511.48007,63.24785,-120.13914,0,Msini,4415,70,-70,0,18.11,1.47,-1.47,0,1.23,0.15,-0.15,0,[Fe/H],1.8,0.15,-0.15,0,08h40m12.67s,130.0528099,+64d19m40.98s,64.3280504,73.4603,1.18605,-1.18605
HD 87646 b,HD 87646,3,1,2016,Apache Point Observatory,13.481,0.001,-0.001,0,0.117,0.003,-0.003,0,12.4,,,0,3941.092,222.481,-222.481,0,Msini,5770,80,-80,0,1.55,0.22,-0.22,0,1.12,0.09,-0.09,0,[Fe/H],4.1,0.1,-0.1,0,10h06m40.69s,151.6695435,+17d53m41.93s,17.8949795,73.58352,8.55496,-8.55496
TOI-1260 b,TOI-1260,1,3,2021,Transiting Exoplanet Survey Satellite (TESS),3.127463,0.000005,-0.000005,0,0.0367,0.0011,-0.0011,0,2.41,0.05,-0.05,0,8.56,1.54,-1.54,0,Mass,4227,85,-85,0,0.67,0.01,-0.01,0,0.68,0.1,-0.06,0,[Fe/H],4.57,0.05,-0.05,0,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977,0.1607,-0.1601
TOI-1260 c,TOI-1260,1,3,2021,Transiting Exoplanet Survey Satellite (TESS),7.493134,0.00002,-0.00002,0,0.0657,0.002,-0.002,0,2.76,0.07,-0.07,0,13.2,4.23,-4.23,0,Mass,4227,85,-85,0,0.67,0.01,-0.01,0,0.68,0.1,-0.06,0,[Fe/H],4.57,0.05,-0.05,0,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977,0.1607,-0.1601
TOI-1260 d,TOI-1260,1,3,2022,Transiting Exoplanet Survey Satellite (TESS),16.608164,0.000083,-0.000083,0,0.1116,0.0033,-0.0033,0,3.12,0.08,-0.08,0,11.84,7.79,-7.79,0,Mass,4227,85,-85,0,0.67,0.01,-0.01,0,0.68,0.1,-0.06,0,[Fe/H],4.57,0.05,-0.05,0,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977,0.1607,-0.1601
HD 88133 b,HD 88133,1,1,2004,W. M. Keck Observatory,3.414884,0.00003,-0.00003,0,0.0479,0.0033,-0.0033,0,13.8,,,0,324.1866,193.8763,-88.9924,0,Mass,5392,,,0,2.2,,,0,1.26,,,0,[Fe/H],3.88,,,0,10h10m07.66s,152.5319349,+18d11m08.62s,18.1857284,73.6123,0.3053,-0.3029
HD 135694 b,HD 135694,1,1,2023,Transiting Exoplanet Survey Satellite (TESS),15.92346,0.000038,-0.000038,0,0.12,0.002,-0.002,0,2.532,0.084,-0.07,0,6.1,1.8,-1.8,0,Mass,5698,76,-73,0,1.07,0.02,-0.02,0,0.91,0.03,-0.03,0,[Fe/H],4.33,0.02,-0.02,0,15h11m28.29s,227.8678636,+71d50m28.67s,71.8412965,73.8713,0.1439,-0.1434
TOI-421 b,TOI-421,2,2,2020,Transiting Exoplanet Survey Satellite (TESS),5.197576,0.000005,-0.000005,0,0.0554,0.001,-0.001,0,2.64,0.08,-0.08,0,6.7,0.6,-0.6,0,Mass,5291,64,-64,0,0.87,0.01,-0.01,0,0.83,0.05,-0.05,0,[Fe/H],4.48,0.03,-0.03,0,05h27m24.79s,81.8532824,-14d16m36.27s,-14.2767404,74.7969,0.2041,-0.2029
TOI-421 c,TOI-421,2,2,2020,Transiting Exoplanet Survey Satellite (TESS),16.067541,0.000004,-0.000004,0,0.117,0.0018,-0.0018,0,5.09,0.07,-0.07,0,14.1,1.4,-1.4,0,Mass,5291,64,-64,0,0.87,0.01,-0.01,0,0.83,0.05,-0.05,0,[Fe/H],4.48,0.03,-0.03,0,05h27m24.79s,81.8532824,-14d16m36.27s,-14.2767404,74.7969,0.2041,-0.2029
Kepler-16 b,Kepler-16,2,1,2011,Kepler,228.776,0.02,-0.037,0,0.7048,0.0011,-0.0011,0,8.449,0.029,-0.029,0,105.833,5.085,-5.085,0,Mass,4450,150,-150,0,0.65,0,0,0,0.69,0,0,0,[M/H],4.65,0,0,0,19h16m18.20s,289.0758307,+51d45m26.02s,51.757229,75.0852,0.1541,-0.1536
HD 69123 b,HD 69123,1,1,2022,La Silla Observatory,1193.3,7,-7,0,2.482,0.01,-0.01,0,13.1,,,0,982.08978,197.05361,-92.17024,0,Mass,4842,41,-41,0,7.72,0.15,-0.15,0,1.68,0.09,-0.09,0,[Fe/H],2.86,0.11,-0.11,0,08h14m13.20s,123.55499,-35d29m23.73s,-35.4899246,75.116,0.35245,-0.35245
K2-344 b,K2-344,1,1,2018,K2,3.35585,0.000091,-0.000093,0,,,,,1.59,0.1,-0.05,0,3.15,,,0,M-R relationship,4374,38,-34,0,0.49,0.01,-0.01,0,0.51,0.01,-0.01,0,[Fe/H],4.76,0.01,-0.01,0,09h05m26.76s,136.3614923,+21d40m06.92s,21.6685886,75.1691,0.30675,-0.30675
K2-133 b,K2-133,1,4,2017,K2,3.07133,0.00011,-0.00011,0,0.03194,0.00025,-0.00026,0,1.34,0.077,-0.076,0,2.36,,,0,M-R relationship,3655,80,-80,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0,,4.77,0.01,-0.01,0,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703,0.2012,-0.2012
K2-133 c,K2-133,1,4,2017,K2,4.86784,0.00012,-0.00012,0,0.04341,0.00034,-0.00035,0,1.603,0.09,-0.088,0,3.2,,,0,M-R relationship,3655,80,-80,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0,,4.77,0.01,-0.01,0,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703,0.2012,-0.2012
K2-133 d,K2-133,1,4,2017,K2,11.02454,0.00036,-0.00035,0,0.07487,0.00059,-0.0006,0,2.003,0.107,-0.107,0,4.67,,,0,M-R relationship,3655,80,-80,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0,,4.77,0.01,-0.01,0,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703,0.2012,-0.2012
K2-133 e,K2-133,1,4,2019,K2,26.5841,0.0018,-0.0017,0,0.1346,0.0011,-0.0011,0,1.73,0.14,-0.13,0,3.64,,,0,M-R relationship,3655,80,-80,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0,,4.77,0.01,-0.01,0,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703,0.2012,-0.2012
TOI-733 b,TOI-733,1,1,2023,Transiting Exoplanet Survey Satellite (TESS),4.884765,0.000019,-0.000024,0,0.0618,0.0036,-0.0039,0,1.992,0.085,-0.09,0,5.72,0.7,-0.68,0,Mass,5585,60,-60,0,0.95,0.01,-0.01,0,0.96,0.05,-0.03,0,[Fe/H],4.47,0.05,-0.05,0,10h37m38.24s,159.4093183,-40d53m17.73s,-40.888259,75.2092,0.1764,-0.1756
HD 206255 b,HD 206255,1,1,2019,Las Campanas Observatory,96.045,0.317,-0.317,0,0.461,0.009,-0.009,0,6.47,,,0,34.2,7.1,-7.1,0,Msini,5635,82,-99,0,2.22,0.08,-0.06,0,1.42,0.08,-0.08,0,,3.75,0.1,-0.05,0,21h42m22.03s,325.5917768,-50d05m36.92s,-50.0935884,75.2363,0.1995,-0.1985
14 And b,14 And,1,1,2008,Okayama Astrophysical Observatory,186.76,0.11,-0.12,0,0.775,0,0,0,13.1,,,0,1131.1513,36.23244,-38.77507,0,Msini,4888,,,0,11.55,1.12,-0.51,0,1.78,0.43,-0.29,0,[Fe/H],2.55,0.06,-0.07,0,23h31m17.80s,352.82415,+39d14m09.01s,39.2358367,75.4392,0.714,-0.714
TOI-1278 b,TOI-1278,1,1,2021,Transiting Exoplanet Survey Satellite (TESS),14.47567,0.00021,-0.00021,0,0.095,0.001,-0.001,0,12.218,2.69,-2.242,0,5879.82553,158.9142,-158.9142,0,Mass,3799,42,-42,0,0.57,0.01,-0.01,0,0.54,0.02,-0.02,0,[Fe/H],4.68,0.1,-0.1,0,21h21m54.83s,320.4784442,+35d38m55.05s,35.648625,75.5759,0.15495,-0.15495
K2-184 b,K2-184,1,1,2018,K2,16.9780102,0.0000237,-0.0000242,0,0.1685,0.0155,-0.0409,0,1.47,0.11,-0.05,0,2.76,,,0,M-R relationship,5245,34,-35,0,0.75,0.01,-0.01,0,0.84,0.01,-0.01,0,[Fe/H],4.62,0,0,0,08h36m33.73s,129.1405227,+14d27m42.78s,14.4618826,75.5857,0.3346,-0.3318
HD 149026 b,HD 149026,1,1,2005,Subaru Telescope,2.87589,0.000002,-0.000002,0,0.04364,0.00022,-0.00022,0,8.295,0.224,-0.224,0,120.7754,19.0698,-19.0698,0,Mass,6179,15,-15,0,1.41,0.03,-0.03,0,1.42,0.33,-0.33,0,[Fe/H],4.37,0.04,-0.04,0,16h30m29.52s,247.6229827,+38d20m51.13s,38.3475349,75.8643,0.174,-0.1733
K2-286 b,K2-286,1,1,2018,K2,27.359,0.005,-0.005,0,0.1768,0.0175,-0.0205,0,2.1,0.2,-0.2,0,5.06,,,0,M-R relationship,3926,100,-100,0,0.62,0.02,-0.02,0,0.64,0.02,-0.02,0,[Fe/H],4.7,0.2,-0.2,0,15h33m28.76s,233.3698192,-16d46m25.36s,-16.7737113,76.1486,0.2364,-0.235
18 Del b,18 Del,2,1,2008,Okayama Astrophysical Observatory,982.85,1.06,-0.92,0,2.476,0.002,-0.002,0,12.5,,,0,2926.24614,50.85255,-24.47279,0,Msini,4980,,,0,8.8,0.61,-0.4,0,2.1,0.13,-0.09,0,[Fe/H],2.87,0.03,-0.05,0,20h58m25.88s,314.6078375,+10d50m20.90s,10.8391378,76.222,0.6217,-0.6217
K2-209 b,K2-209,1,1,2018,K2,2.080615,0.000134,-0.00013,0,,,,,0.869,0.105,-0.062,0,0.586,,,0,M-R relationship,4720,50,-50,0,0.71,0.02,-0.02,0,0.74,0.03,-0.02,0,[Fe/H],4.46,0.1,-0.1,0,00h58m45.68s,14.6903464,+01d22m58.11s,1.382807,76.4986,0.3054,-0.3031
HD 67087 b,HD 67087,1,2,2015,Multiple Observatories,352.2,1.7,-1.6,0,1.08,0.04,-0.04,0,13.1,,,0,973,70,-64,0,Msini,6330,47,-47,0,1.55,0.32,-0.32,0,1.36,0.04,-0.04,0,[Fe/H],4.19,0.06,-0.06,0,08h07m39.74s,121.9155672,+31d33m04.16s,31.5511553,76.5217,0.3315,-0.3287
HD 67087 c,HD 67087,1,2,2015,Multiple Observatories,2374,193,-156,0,3.86,0.43,-0.37,0,12.9,,,0,1540,3180,-1150,0,Msini,6330,47,-47,0,1.55,0.32,-0.32,0,1.36,0.04,-0.04,0,[Fe/H],4.19,0.06,-0.06,0,08h07m39.74s,121.9155672,+31d33m04.16s,31.5511553,76.5217,0.3315,-0.3287
ome Ser b,ome Ser,2,1,2013,Okayama Astrophysical Observatory,278.59,0.8,-0.61,0,0.838,0.002,-0.001,0,14,,,0,233.92171,19.0697,-33.68981,0,Msini,4724,,,0,10.99,0.15,-0.24,0,1.01,0.07,-0.08,0,[Fe/H],2.37,0.02,-0.04,0,15h50m17.58s,237.5732422,+02d11m46.69s,2.196304,76.7556,0.7949,-0.7949
TOI-257 b,TOI-257,1,1,2021,Transiting Exoplanet Survey Satellite (TESS),18.38818,0.00085,-0.00084,0,0.1528,0.0016,-0.0017,0,7.163,0.146,-0.146,0,43.86032,7.31005,-7.31005,0,Mass,6095,89,-89,0,1.87,0.03,-0.03,0,1.41,0.05,-0.05,0,[Fe/H],4.04,0.02,-0.02,0,03h10m04.14s,47.5172608,-50d49m56.15s,-50.8322632,76.9028,0.1953,-0.1943
HD 148164 b,HD 148164,1,2,2018,W. M. Keck Observatory,328.55,0.41,-0.41,0,0.993,0.066,-0.066,0,13.7,,,0,390.9309,79.4575,-79.4575,0,Msini,6032,,,0,1.34,0.1,-0.1,0,1.21,0.24,-0.24,0,[Fe/H],4.16,0.08,-0.07,0,16h25m44.44s,246.4351678,+11d55m08.66s,11.9190729,77.1971,0.3014,-0.2992
HD 148164 c,HD 148164,1,2,2018,W. M. Keck Observatory,5062,114,-114,0,6.15,0.5,-0.5,0,12.8,,,0,1640.0028,260.6206,-260.6206,0,Msini,6032,,,0,1.34,0.1,-0.1,0,1.21,0.24,-0.24,0,[Fe/H],4.16,0.08,-0.07,0,16h25m44.44s,246.4351678,+11d55m08.66s,11.9190729,77.1971,0.3014,-0.2992
TOI-969 b,TOI-969,1,2,2022,Transiting Exoplanet Survey Satellite (TESS),1.8237305,0.000002,-0.0000021,0,0.02636,0.00017,-0.00017,0,2.765,0.088,-0.097,0,9.1,1,-1,0,Mass,4435,80,-80,0,0.67,0.02,-0.02,0,0.73,0.01,-0.01,0,[Fe/H],4.55,0.06,-0.06,0,07h40m32.80s,115.1366858,+02d05m54.92s,2.0985879,77.2554,0.3267,-0.324
TOI-969 c,TOI-969,1,2,2022,Multiple Observatories,1700,290,-280,0,2.52,0.27,-0.29,0,12.4,,,0,3591.461,349.61125,-286.04557,0,Msini,4435,80,-80,0,0.67,0.02,-0.02,0,0.73,0.01,-0.01,0,[Fe/H],4.55,0.06,-0.06,0,07h40m32.80s,115.1366858,+02d05m54.92s,2.0985879,77.2554,0.3267,-0.324
